Event_ID,Line,Station,TS,Part_No,Torque,Temp,Defect,VIN,Supplier,Work_Order,Tool_ID,Inspection_Source,Scrap_Reason,Energy_kWh,Pressure,Warranty_Claim,Plan_Production
EVT-01604,GA-1  ,  STN-07,20-03-2025 13:24:39,101-JKL,40.7,99.9C,None,j7CZ Tbw6S BJB2N0nY,SUP-05,WO-2025135,T-107,probe,S1,2.98 kWh,47.2 psi,No,124
EVT-01605,GA-2  ,  STN-05,2025-11-10 20:45,202-MNO,43.0,101.2C,OK,Fb NGZ6xMcx1eg0WTC,SUP-02,WO-2025023,T-105,operator,S4,4.04,44.9 psi,No,107
EVT-01606,GA-2  , STN-01 ,2025-08-24 08:07:26,123-ABC,60.3,89.0C,None,Y8S4MV6 1CU9SB63K 7,SUP-05,WO-2025124,T101,probe,,2.84 kWh,33.2,No,106
EVT-01607,GA-3,STN-03  ,2025-02-01 09:99,123ABC,53.5,94.1 C,None,XP8WN67 KR5 4TWGS0X,SUP-05, WO-2025141 ,T-103,Sensor,S3,4.36,50.8,No,119
EVT-01608,  GA-1,  STN-01,01-03-2025 17:13:06,456-def,44.3,202.1F, None,P1jPCe 47tT8J9VA25,SUP-01,WO-2025143,T-101,sensor,S1,2.56 kWh,51.4 psi,No,119
EVT-01609,GA-2, STN-02 ,08-12-2025 07:20:56,123-ABC,47.1,99.1 C,OK,K8RRER707D6TCEKZ8,Sup-02,WO-2025044,T-102, SENSOR ,S2,2.97,53.2 PSI,No,112
EVT-01610, GA-3 ,  STN-09,2025/06/14 16:56:29,789-ghi,39.6,87.3 C,na,3K9JB79ZK65XRPLRF,SUP-05,wo-2025070,t-109,Camera,,2.67,37.0 PSI,Y,120
EVT-01611,GA-2  , STN-03 ,2025/09/20 11:14:03,123-abc,50.2 Nm,99.9C, None,H6GB6R8KG8SU28R7V,Sup-11, WO-2025038 ,T-103, SENSOR ,,4.38 kWh,51.9 PSI,No,105
EVT-01612, GA-3 ,STN-09,2025-11-24 19:20:53,101-JKL,55.2,93.8C,None,9 A 4 3Y44YVEDSJ5P0C,Sup-09,WO-2025088, T-109 ,probe,S1,2.95,40.3 PSI,No,113
EVT-01613,  GA-2,STN-07,12-15-2025 18:39:31,789-ghi,60.0,80.4 C,Reject,CD6T1R7PC1SRDYYT Z,SUP-01,WO-2025107,T107,Manual,S2,2.53 kWh,50.7 psi,Yes,109
EVT-01614,GA-2  ,STN-09  ,06-09-2025 13:23:39,202 MNO,53.4,181.8F,Repair,n 42XC7LL cE0XJUY3 E,SUP-02,WO 2025241,T-109,operator,,2.77 kWh,32.7 PSI,No,105
EVT-01615, GA-1 ,  STN-05,06-18-2025 12:45:22,456-DEF,40.9 Nm,117.3C,None,5Z99BA26REY4ZL4FV,sup-05, WO-2025181 , T-105 , SENSOR ,,4.6 kWh,47.2 PSI,No,120
EVT-01616,GA-2,STN-07,10-06-2025 06:46:57,789-GHI,53.5 Nm,92.8 C,None,V5SYASUT2BNLKAT93,SUP-01,WO-2025218,T-107,sensor,,3.93 kWh,40.8,No,113
EVT-01617,GA-2,STN-09,04/10/2025 18:28:42,202-MNO,58.4,57.1 C,None,4Z8M7YXZ0S4CV37TC,Sup-01,WO-2025260,T-109,CAMERA,S4,2.5,36.9 PSI,No,107
EVT-01618,GA-1  ,STN-07,05-21-2025 16:25:55,456 DEF,54.2,93.2 C,None,GPR1E62n 3rR 2X M3J1,Sup-02,wo-2025077,T-107,CAMERA,,3.1 kWh,49.9,No,124
EVT-01619, GA-3 , STN-05 ,2025/12/05 15:16:09,303 PQR,47.3,79.4C,None,SR1WBR6772L6T5V10,SUP-02,WO-2025146,T-105, SENSOR ,,4.39,33.1 PSI,No,119
EVT-01620,GA-2,STN-02,2025/06/04 11:44:07,456-DEF,57.0,95.0 C,None,PJ93TH630WBBEUH28,sup-09,WO-2025110,T-102,probe,S1,3.7,34.8 psi,No,107
EVT-01621,GA-3,STN-05  ,07-20-2025 11:17:33,101JKL,60.6,83.1C,OK,G B7J42J1VZ50CeRW X,SUP-05,wo-2025099, T-105 ,Manual,,3.71,51.8 PSI,No,117
EVT-01622,GA-2,  STN-03,2025/11/23 12:51:18,303-PQR,49.5,85.7 C, na,M6S DM 8sVGC HPLS997,SUP-05,wo-2025269,T-103,Manual,,2.85,53.5,No,106
EVT-01623,  GA-1, STN-02 ,20/08/2025 16:35:20,202-MNO,48.9,194.5F,None,LL0CCYXH3VGBN3Y33,sup-02,WO-2025252,T-102,Sensor,S3,3.68,33.7,No,124
EVT-01624,  GA-3,STN-07,2025-03-20 20:14:31,789-GHI,57.7,96.7 C,None,W2X  BA3FHRU4KM J1LK,Sup-02,WO-2025265,T-107,camera,S3,3.02 kWh,49.5,No,113
EVT-01625,GA-1,STN-02,2025-08-25 16:48:24,456-DEF,22.6,99.2C,None,T0VXSEER5NZ1LH8AT,sup-01,WO-2025205,T-102,Sensor,S4,2.43 kWh,39.8 PSI,No,118
EVT-01626,GA-3,STN-09,11/09/2025 16:04:26,456-DEF,56.6 Nm,82.3 C,na,000Y6B2KLWHN4P0PD,SUP-09,WO-2025126,T-109, MANUAL ,S4,2.84,70.2,No,111
EVT-01627, GA-2 ,STN-02  ,2025-07-13 05:31,101-JKL,54.1,191.8F,None,RPLND A0C1B 4 MTKZXK,sup-09,wo-2025016,T-102,probe,,3.54,39.3 PSI,No,110
EVT-01628,GA-2,STN-09,2025-10-09 10:53:53,202-MNO,53.5,66.3 C,Reject,FCW32NDCU2VZU0DED,sup-02,WO-2025197,T-109,Camera,S2,2.42 kWh,22.7,No,107
EVT-01629,GA-3  , STN-09 ,2025/08/19 11:18:17,789 GHI,40.1 Nm,137.3F,None,LYXU T2VDHA S3J9Y3H,sup-02,WO-2025145, T-109 , MANUAL ,S4,2.65,40.2 PSI,No,114
EVT-01630, GA-1 , STN-05 ,2025-05-16 07:52,202-MNO,57.5 Nm,181.2F,None,B LPG0NR4H6S  8TP5XH,Sup-09,WO-2025057,T-105,Camera,S3,3.77 kWh,40.9 psi,No,121
EVT-01631,GA-1,STN-02,02/02/2025 15:00:16,789-GHI,53.3,130.1 C,None,XKB08A16Z6MHGA80P,Sup-01,WO-2025173,T-102,operator,S1,2.78,41.5 psi,No,119
EVT-01632,GA-3  ,STN-07,11-05-2025 17:49:37,202-mno,62.0,178.2F,None,5NU  H8FHG8YX2VP0 P6,sup-02,WO-2025250,T-107,sensor,,3.47 kWh,43.8,No,117
EVT-01633,GA-1,STN-03  ,2025-12-20 17:11,789GHI,49.6 Nm,91.0C,OK,G0X3GXVFRF427UT26,SUP-05,WO-2025248, T-103 ,camera,S2,3.12,45.0 PSI,No,125
EVT-01634, GA-2 ,STN-01  ,2025/09/16 12:53:20,303-PQR,41.1,85.1 C,OK,KA2DLVBLLE4A3F 77T,sup-09,wo-2025078,T-101, MANUAL ,,2.92,34.5,No,113
EVT-01635,GA-1  ,STN-07,10-02-2025 14:13:01,202-mno,59.6,193.1F,None,DX  29RHBCHVAV5 6J69,sup-05,WO-2025168,T-107,CAMERA,S3,3.72 kWh,45.3 psi,No,116
EVT-01636,GA-1,STN-02,03-11-2025 18:46:52,123-ABC,58.4,81.3C,OK,BA0TY9SSTNDZ1ETH5,SUP-09,WO-2025293,T-102,CAMERA,,3.56,44.3,No,116
EVT-01637,GA-3,STN-05,10-04-2025 16:52:59,123-ABC,48.9,86.7 C,Reject,RSB5SBWNRZ2AJKPRK,SUP-09,WO-2025047,T-105,probe,S2,5.49 kWh,38.3 PSI,Yes,116
EVT-01638,GA-2,STN-01  ,2025-02-07 13:47:05,303PQR,40.5,92.7C,None,BUJRKB4PRDBRFMM6G,SUP-05,WO-2025174,T-101,Camera,S2,2.31 kWh,51.9 psi,No,113
EVT-01639,  GA-1,STN-09,2025-07-18 06:25:33,202MNO,61.0,101.3C,None,6xFUM17ZMBnBP T8AA,SUP-05,WO 2025073,t-109,Manual,S1,1.99,53.3 PSI,No,121
EVT-01640,GA-3,STN-07,2025/03/05 18:28:32,303-PQR,60.0 Nm,215.2F,None,8U5EPA48SMPAT8RR4,SUP-01,WO-2025202,T-107,operator,,3.6,53.7 psi,No,113
EVT-01641,GA-3  , STN-05 ,12-10-2025 07:30:04,456-DEF,58.8,92.2 C,OK,T2VS0F  B8Y7JMTE3 V7,SUP-05,WO-2025108,t-105,Manual,,4.06 kWh,43.3 PSI,No,114
EVT-01642,GA-1, STN-01 ,11-19-2025 06:30:01,101JKL,53.2,93.7C,Reject,RNGX23YREJP3L26ZB,Sup-11,WO-2025258, T-101 ,probe,S2,2.37,53.1 psi,No,118
EVT-01643,GA-3,  STN-01,01-17-2025 08:29:03,789-ghi,61.0,95.0C,OK,JNMl4X GS98CGdS 9SD,sup-02,WO 2025286,T-101, SENSOR ,,2.57,52.3 PSI,No,118
EVT-01644,GA-1, STN-02 ,2025-06-17 13:58,101-JKL,42.3,112.3C,Repair,SD4T0TK49JVN7T 65K,sup-01,WO-2025003,T-102,Camera,S2,2.43 kWh,42.1,Yes,119
EVT-01645,GA-1,STN-01,2025-05-04 20:47,303-PQR,59.4,88.5 C,None,NE7TSCH V5YP A9CAYJ,SUP-05,WO-2025211,T-101,sensor,S4,3.21 kWh,65.0 psi,No,117
EVT-01646,  GA-1,  STN-05,03-10-2025 13:51:00,456-def,43.3 Nm,94.4C, None,S58LZ8511LNK KVP4K,SUP-05,WO-2025046,T-105,sensor,,5.55,40.1 PSI,No,115
EVT-01647, GA-1 ,STN-05  ,09/09/2025 07:05:32,789-ghi,52.2,95.4 C,OK,ASRZZEGUV91JGJUH3,SUP-02,WO 2025064,T-105,operator,,4.23,36.5 PSI,No,121
EVT-01648,  GA-3,STN-07,11-12-2025 15:18:15,456-DEF,57.5,99.7 C,None,6XM2YT R5JDXA 78 7VA,SUP-09,WO-2025095,T-107,Camera,S1,3.97 kWh,39.3 psi,No,116
EVT-01649, GA-1 ,STN-05,2025-03-20 13:17:42,101-JKL,44.6,100.9C,OK,J7CZTBW 6SBJB2N0NY,Sup-05,WO-2025135, T-105 ,sensor,,5.59 kWh,41.7,No,120
EVT-01650, GA-1 ,STN-02,02-09-2025 10:55:53,303-PQR,58.9,86.9C,None,B6X0LPP GWWE3V2F6T,SUP-09,WO-2025112,T-102, vision ,S1,3.76,40.8 psi,No,125
EVT-01651,GA-2,STN-07,2025-02-07 13:55,303-PQR,54.0,85.8C, None,BUJRKB4PRDBRFMM6G,SUP-05,WO-2025174,T-107,sensor,,2.5,32.5 PSI,No,115
EVT-01652,GA-1,  STN-01,2025/07/23 15:20:28,789 GHI,47.3,89.1 C,None,D7 6U0N 9CDE 4CVR8HJ,SUP-05,wo-2025012,T-101,camera,S3,2.45,20.4 psi,No,117
EVT-01653,GA-3,  STN-03,10-23-2025 19:05:48,123-ABC,87.1 Nm,85.1C,na,S9dPVEMfL7capx yrK,Sup-02,WO-2025199,T-103, vision ,,3.73,48.4,YES,119
EVT-01654,GA-2  ,STN-07  ,2025/05/01 05:52:48,789-ghi,52.3,88.7C,None,6FZX9ZKGDP3CKK4VA,SUP-02,WO-2025245,T-107,camera,,3.9 kWh,32.4 PSI,No,108
EVT-01655, GA-2 , STN-01 ,10-10-2025 02:44:26,303-PQR,57.5 Nm,92.9 C,None,DE1XN7ARPMVV1E9CS,sup-05,WO-2025123, T-101 , MANUAL ,,3.3,37.7,No,110
EVT-01656,GA-3,STN-05,2025-01-11 15:38,101-JKL,62.8,89.5C,OK,F6C8NNLKNXV9ZYZ12,SUP-05,WO-2025176,T-105,probe,S1,4.29 kWh,34.6 psi,N,114
EVT-01657,GA-2,  STN-07,2025-11-07 01:48:52,999-ZZZ,41.9,144.7F,OK,0SRP4 YT2MTKFMYU68,Sup-01,wo-err-0014,T-107,manual,S2,3.37 kWh,44.3 psi,No,110
EVT-01658,GA-3,STN-02,2025/12/11 15:09:36,456 DEF,40.7,196.2F,None,6XM2YTR5JDXA7 87VA,SUP-09,WO-2025095,T102,operator,S3,3.08,41.4,No,113
EVT-01659,GA-1, STN-05 ,05-12-2025 17:00:02,789-GHI,40.4,96.6C,Repair,J8J7KVEKAUK11RJD8,Sup-05,WO-2025243,T-105, SENSOR ,S4,4.03,32.7,No,116
EVT-01660,  GA-2,  STN-03,09-22-2025 18:25:37,789-ghi,56.0,83.7 C,None,BNY0V2EMUY115012L,sup-11,WO-2025024,T-103,manual,S3,3.37 kWh,41.9 psi,No,106
EVT-01661,  GA-2,STN-01,2025/07/24 09:54:55,303-PQR,54.0,56.2 C,OK,DRW  JUVx9pGvVFV S9W,sup-05,WO-2025017,T-101,sensor,,2.13 kWh,39.8 PSI,No,108
EVT-01662,GA-3,STN-09,06/04/2025 08:17:31,123-ABC,38.2 Nm,100.4 C,None,XPN6EAXD3HAWY66LE,Sup-11,WO-2025086,T-109,camera,,2.36 kWh,47.1 PSI,No,110
EVT-01663,GA-1  ,STN-01  ,2025/12/09 20:51:04,303-PQR,62.8,99.5C,None,AD1CGA65UCXBAKPCZ,Sup-02,WO-2025144,T-101, vision ,S2,3.03,46.5 psi,No,116
EVT-01664,  GA-1,  STN-07,18/07/2025 06:19:21,202-mno,50.7,178.2F,OK,6XFUM17ZMBNBPT8AA,SUP-05, WO-2025073 ,T-107,Sensor,S3,2.42,48.2 psi,YES,115
EVT-01665,GA-2,  STN-03,10-07-2025 16:05:35,456 DEF,25.5,82.9C,None,ZDF2KH27UB T5 CKFEX,sup-02,WO 2025103,T-103,manual,,4.4,33.6 PSI,No,108
EVT-01666, GA-2 , STN-07 ,10-09-2025 13:38:15,101-JKL,48.8,68.9C,None,L142W 1WR5XU5EYK2J,sup-01,wo-2025094,T-107,Manual,S3,3.1 kWh,51.6 PSI,No,105
EVT-01667,GA-2,STN-03,12-06-2025 15:30:39,456-DEF,59.2,116.5C,OK,1LFSP0TYDR46AFZGG,sup-05,WO-2025159,T-103,manual,,2.94,47.6 psi,No,112
EVT-01668,  GA-1,  STN-07,13/05/2025 05:45:10,789-GHI,77.7,100.8 C,None,SPP DFE1GUD Z 2SZDS7,sup-11,WO 2025227,T-107,manual,,3.61,40.0 psi,No,115
EVT-01669,GA-1  ,  STN-09,2025-06-02 12:40,123-ABC,38.2,197.2F,OK,M2T hBCc 2zG1pCnS9A,sup-02,WO-2025287,T-109, SENSOR ,S1,3.1,51.6,No,119
EVT-01670,GA-2  , STN-02 ,2025-11-25 20:38,202-mno,51.9,85.1C, OK,XzDV KRV XZVJpC EW7h,SUP-09,WO 2025171,T-102,CAMERA,S3,2.69 kWh,20.1 PSI,No,108
EVT-01671,GA-3,STN-05  ,2025-05-02 09:51:37,456-DEF,49.7 Nm,200.7F, None,5UC52UJ 92HeWZS0Vl,sup-02, WO-2025187 ,T-105, vision ,S4,5.48,45.0,No,119
EVT-01672, GA-2 , STN-07 ,12/02/2025 18:20:21,101-jkl,48.8,83.4C,Repair,WP6E0N8Z4 YBBM 0J33,sup-02,WO-2025069,T-107,probe,S3,3.31,44.9 PSI,Yes,114
EVT-01673,GA-3,  STN-03,12/10/2025 07:26:30,456DEF,51.5,203.9F,Repair,T2V S0FB8Y7  JMTE3V7,SUP-05,WO-2025108,T-103, MANUAL ,S2,3.23 kWh,53.1 PSI,No,119
EVT-01674,GA-1, STN-03 ,24/10/2025 13:54:34,303 PQR,41.8 Nm,86.2 C,OK,6BSZRPDNPCK03AF4U,Sup-02,WO-2025239,T-103,sensor,S3,4.14,41.1,No,116
EVT-01675,GA-3,STN-03,2025-10-19 17:59,202-MNO,62.4,87.8 C,None,CJE8T3BB9S4Y1W4DY,Sup-11,WO-2025052,T-103,CAMERA,,4.32,42.7,Y,116
EVT-01676, GA-2 ,STN-07  ,2025-06-12 15:99:18,456-DEF,63.7 Nm,98.7C,na,1LfSP  0TYd R46AFZGG,SUP-05,WO 2025159,T-107,operator,S2,3.03 kWh,21.2 PSI,No,115
EVT-01677,GA-3  ,STN-02  ,14/02/2025 07:51:55,456-def,39.1,78.2 C,None,MZTW772K62FR0SX2G,Sup-02,wo-2025201,T-102,sensor,S2,2.72,46.5 PSI,No,116
EVT-01678,GA-2  ,STN-07  ,07/10/2025 10:50:08,303 PQR,62.4,206.1F, None,BXZVHX0JVF0M8GDW2,SUP-02,wo-2025221,T-107, SENSOR ,S4,2.99 kWh,50.0,No,112
EVT-01679,GA-2,STN-05,06/07/2025 19:13:47,202-MNO,40.8 Nm,81.7 C, na,V2PYHEDYK42XBHVFN,SUP-09,WO-2025053,T-105,manual,S3,3.63 kWh,45.6 psi,No,112
EVT-01680,GA-3  ,  STN-03,2025-12-20 11:99,202-MNO,50.6 Nm,80.6C, None,RNW6 3HX5LW1KTWC94,Sup-05,WO-2025179,T-103, MANUAL ,,2.95,42.6,No,111
EVT-01681,GA-3  ,STN-05,2025/11/11 07:05:33,202 MNO,58.2,94.9C,None,K 94TH XG1YFJM4RZP4,SUP-11,WO-2025148,T-105,Sensor,S2,5.67,35.5,No,116
EVT-01682,GA-3  ,STN-02  ,2025/05/16 09:21:13,789-GHI,62.5,132.3F,na,44RAABM YVP WC6V8 RJ,SUP-05,WO-2025043,T-102,sensor,S3,3.36 kWh,46.3 psi,No,113
EVT-01683,GA-3,STN-02,2025-03-05 18:11:59,303-PQR,60.8,88.2C,None,8U5EPA48SMPAT8RR4,SUP-01,WO-2025202,T-102,Camera,S2,2.38,48.9 PSI,No,113
EVT-01684, GA-2 ,STN-03,2025/06/23 11:55:25,789-GHI,46.5,78.7 C,None,SWGYP235X5EM4431S,sup-09,WO-2025233,T103, MANUAL ,,3.33 kWh,43.4 PSI,No,115
EVT-01685,GA-3  ,  STN-05,11-16-2025 15:11:32,303PQR,39.8,199.4F, None,533ATBBT7DKH5BBK W,Sup-09, WO-2025140 ,T-105,camera,S3,5.14 kWh,41.1,No,118
EVT-01686,GA-3  ,STN-02  ,2025-05-11 17:33,202-mno,44.1,80.7C,None,5N UH 8FHG8YX2VP0P6,SUP-02,WO-2025250,T-102,Sensor,S1,2.85,18.4,No,113
EVT-01687,GA-1  , STN-07 ,20-08-2025 16:51:22,202-MNO,39.4,98.4C,None,LL0CCYXH3VGBN3Y33,SUP-02,WO 2025252,T-107,Manual,S1,2.7 kWh,41.8,No,116
EVT-01688,GA-3  , STN-03 ,05-12-2025 11:12:47,789-GHI,54.1,93.6 C,Reject,Yk9G33uN 6S ACUU5mz,SUP-01,WO-2025229,T-103,Sensor,S1,2.86 kWh,68.3 psi,No,113
EVT-01689,  GA-1,  STN-05,19-07-2025 12:26:03,456-def,45.1,90.4 C,None,8YLWKXK NRPVMV5ZG  P,SUP-02,WO-2025273,T-105,sensor,S3,4.55,47.3,No,115
EVT-01690,  GA-2,STN-03  ,22-12-2025 17:12:24,303 PQR,61.7,100.3C,None,PMW3YCDZ K0Y6  5MWEM,SUP-09, WO-2025005 ,T-103, SENSOR ,S4,3.06,50.3,No,112
EVT-01691,  GA-3, STN-05 ,02-10-2025 15:29:40,123-abc,53.4,84.0 C, None,AYNM1ALSEDU2WSVV2,SUP-05,WO-2025060,T-105,operator,S2,4.02 kWh,44.7,No,120
EVT-01692, GA-2 ,  STN-02,2025/01/01 19:52:29,303-PQR,47.1,80.6 C,None,RLPPT8TZPZLXCFAXS,Sup-01,WO-2025288,T-102,probe,,3.68,45.8 PSI,No,112
EVT-01693,GA-3  ,STN-01  ,07/09/2025 11:05:33,303 PQR,40.8 Nm,194.7F,na,BRBDXNA3LF4UL0KJZ,SUP-01,WO-2025219,T-101,probe,S3,2.94,33.8 PSI,YES,110
EVT-01694, GA-2 ,STN-03  ,2025/01/08 19:34:15,789-GHI,38.7 Nm,82.8 C,None,5RDTYDPVACWXLTGZ8,SUP-01,WO-2025015,T-103,Camera,S4,3.77 kWh,34.3,No,108
EVT-01695,  GA-2,STN-01,10/07/2025 16:02:54,456DEF,50.1,95.2C,None,ZDF2KH2 7U B T5CKFEX,sup-02,WO-2025103, T-101 ,manual,,3.03,44.9 PSI,No,115
EVT-01696,GA-2,STN-05  ,2025-07-04 05:54,456-DEF,45.6,90.5C,None,5NHU7AVHFJC4Y 5ZG5,SUP-09,WO-2025087,T-105, SENSOR ,S1,4.16 kWh,34.9 PSI,No,111
EVT-01697,GA-2, STN-03 ,2025-02-19 12:99,456-DEF,52.1 Nm,97.5 C,None,WGNX7N 5ZCHZWPSCT X,SUP-01,WO-2025268,T-103,operator,,4.53,42.2 PSI,No,115
EVT-01698,GA-3,STN-09,09/12/2025 16:03:29,202-MNO,48.5 Nm,97.6 C,None,P8SRM39SDJ6FD01EG,SUP-09,WO-2025257,T-109,camera,S4,2.92,39.1 PSI,No,111
EVT-01699,GA-1,STN-01,03-11-2025 18:43:14,123-ABC,61.9,80.7C,None,BA0TY9SSTNDZ1ETH5,Sup-09,WO-2025293,T-101,CAMERA,S4,3.12 kWh,40.9 psi,No,123
EVT-01700,GA-2,STN-07,04-20-2025 09:07:21,202-MNO,58.3,245.8F,None,P8CTJAUKSLE03E8SK,SUP-01,WO-2025291,T-107, vision ,S2,2.79 kWh,40.0,No,106
EVT-01701,GA-3,STN-01,04-09-2025 12:45:54,123-ABC,55.1,204.4F,None,P YLM ZSU8CG90MY7AB,SUP-11,WO-2025189, T-101 ,operator,,2.48 kWh,38.0 psi,No,120
EVT-01702,GA-2,STN-02,2025-10-09 10:37:32,202-MNO,40.1,83.4C, na,FCW32NDCU2VZU0DED,sup-02,WO-2025197,T-102,Manual,,3.24,46.4,No,107
EVT-01703,GA-1  , STN-07 ,2025-09-14 19:28:04,101 JKL,52.4,206.2F,None,YHshm yFB7C10ZTRJ4,SUP-05,WO-2025230,T-107,Sensor,S4,3.03,43.5,No,116
EVT-01704,GA-3  ,  STN-03,16/03/2025 05:51:25,123-abc,49.1 Nm,205.0F,OK,NFR PHPABDD5TB8MGB,sup-11,WO-2025190,T-103,Sensor,,4.28 kWh,41.2,No,115
EVT-01705,GA-2,  STN-07,2025-04-21 17:16:59,789-GHI,59.5 Nm,198.3F,na,88J6DY5TGPB0XTM1R,SUP-01,WO-2025275,T-107,manual,,3.85,39.7 psi,No,105
EVT-01706,  GA-1,STN-05,04/12/2025 16:32:28,789-GHI,53.8,206.2F,na,3F0  8C3870E1A 79NMZ,sup-01,wo-2025150,T-105,sensor,,5.67,47.2 PSI,No,121
EVT-01707,GA-2  ,STN-09,18/09/2025 06:49:38,123-abc,58.8 Nm,89.5 C, None,5FB T  5XWU4F3E3GZCP,sup-11,WO-2025056,T-109,Sensor,,2.68 kWh,40.0 psi,No,111
EVT-01708,  GA-1,STN-05,2025-10-24 13:57:14,303-PQR,44.2 Nm,173.5F,None,6BSZRPDNPCK03AF4U,sup-02,WO-2025239,t-105,camera,S3,4.19,53.7,No,122
EVT-01709,GA-2  ,  STN-01,2025-12-22 17:08,303-PQR,40.4,78.4C,None,PMW3YCDZK0Y 65MWEM,Sup-09,wo-2025005, T-101 ,manual,S3,2.51,35.4 psi,No,114
EVT-01710, GA-2 ,  STN-02,2025/04/21 17:05:52,789-ghi,29.2 Nm,198.3F,None,88J6DY5TGPB  0XTM1R,sup-01,WO-2025275,T-102,operator,,2.67,46.1,No,110
EVT-01711,GA-3,STN-01,2025/02/07 19:73:07,202-mno,62.7,85.7C,na,T7EDF0DMMCMCPCP3Z,Sup-02, WO-2025055 ,T-101,probe,S2,2.1,36.6,No,115
EVT-01712,  GA-3,  STN-09,04-04-2025 13:49:15,202-MNO,27.4,177.1F,None,FD3WEY2ETGXV283A6,SUP-02,WO 2025206,T109, vision ,,2.81,33.6 PSI,No,110
EVT-01713,GA-2  ,  STN-03,13/08/2025 17:11:33,101-JKL,48.8,198.0F,None,31WBMC97C7BP229YP,Sup-05,WO-2025008, T-103 ,probe,S4,3.74 kWh,38.6 psi,No,112
EVT-01714,GA-3,STN-01,2025/05/06 11:28:10,303-PQR,41.3,87.4C,None,L53M30KN3RDN68BNH,SUP-02,WO-2025198,T-101,probe,S2,2.02 kWh,39.4 psi,No,114
EVT-01715,GA-3,STN-09,11-16-2025 15:26:32,303-PQR,57.4,192.4F,OK,533ATBBT7DKH5BBKW,sup-09,WO-2025140,T-109,CAMERA,,2.77,52.2 PSI,No,116
EVT-01716,GA-2,  STN-02,2025/05/10 12:32:41,202-mno,61.0,84.2 C,None,L70V NSB8NFL4 DG LE8,SUP-02,WO-2025225,T-102,Manual,,3.01 kWh,48.5 PSI,No,113
EVT-01717, GA-2 , STN-02 ,02-08-2025 12:29:12,101-JKL,52.7,87.3C,None,LF55UTnJ62t S tz2EZ,SUP-02,WO-2025147,T-102,CAMERA,S2,2.69 kWh,50.2,No,111
EVT-01718, GA-1 ,  STN-05,2025-06-04 08:44:36,789 GHI,57.3,87.4 C,None,BAML519CX kYcmNNWV,sup-11,wo-2025081,T105,Manual,,4.0 kWh,35.1,No,125
EVT-01719,GA-3,STN-02,10/10/2025 14:49:33,456-DEF,59.1 Nm,214.2F,Reject,LL7CPXY1G5TMRMFFA,Sup-02,WO-2025051,T-102,CAMERA,s2,3.08,50.7,No,116
EVT-01720,GA-3,STN-07,11/07/2025 05:58:05,202-MNO,55.6,82.0 C,na,AE9CVW2FHCV5MP7GD,Sup-02,WO-2025240,T-107,manual,,3.34,43.4 psi,No,117
EVT-01721,GA-2,STN-09,2025/08/11 12:25:54,303-pqr,52.9,89.0C,None,9B  LB8MC6NZLS9A2B1,sup-05,WO-2025163, T-109 , MANUAL ,S2,2.72,41.6,No,105
EVT-01722,GA-3,STN-07,2025-08-05 07:54,101 JKL,45.6,214.0F,None,M80UA67VFKNSDX7SB,sup-09,WO-2025166,T-107,CAMERA,,2.76 kWh,47.7 psi,No,119
EVT-01723,GA-2, STN-01 ,03/06/2025 16:83:57,101-JKL,62.9 Nm,82.1C,None,A7RGZ YV66XKZZK9W J,Sup-05, WO-2025223 ,t-101,Manual,,2.18,32.5 PSI,No,108
EVT-01724,GA-3, STN-05 ,2025/05/16 05:51:27,123 ABC,74.0,91.8C,None,5PPYA8SN MBB3SN XZY,SUP-02, WO-2025192 ,T-105,camera,S4,4.52 kWh,42.9 PSI,No,114
EVT-01725,  GA-2,STN-03,01/10/2025 18:99:40,789-GHI,48.6,61.7C,None,CL7XYD6KKSKAB1Z2M,SUP-09,WO-2025261,T-103,Manual,S4,3.71,36.4,No,107
EVT-01726,GA-2,STN-07,07-04-2025 06:00:05,456-DEF,40.3,92.6 C,na,5NHU7AVHFJC4Y5ZG5,SUP-09,WO-2025087,T-107,operator,S1,3.88,34.4,No,105
EVT-01727,GA-1,STN-05,2025-08-19 08:06,123-ABC,62.0 Nm,214.5F,na,VETJWW88D1G7T7RMZ,SUP-02,WO-2025130,T-105,manual,S2,5.75 kWh,19.8,Y,121
EVT-01728,GA-1,STN-02,2025-11-01 20:21:31,303-PQR,52.1,86.3 C,OK,7LNX4WTTTVSALDPL6,SUP-05,WO-2025007,T-102, MANUAL ,S3,2.33 kWh,48.4 psi,No,123
EVT-01729, GA-3 ,STN-03  ,2025-04-02 17:44:16,202MNO,51.5,94.5 C,None,A984Vwk zSMKL KY8yG,SUP-01,WO-2025014,T-103,camera,S2,3.25,47.1 psi,No,120
EVT-01730, GA-2 ,STN-09,08-01-2025 15:15:42,789-GHI,39.8,273.4F,None,JT NZM42TK1641TEJP,sup-05,WO-2025131, T-109 ,Manual,,2.03 kWh,21.7,No,114
EVT-01731,GA-2,  STN-07,2025-01-01 20:06:39,303PQR,54.1,203.4F,Reject,RLPPT 8TZPZ LXCFa xs,sup-01,WO 2025288,T-107,Camera,S1,3.93,32.8 psi,No,111
EVT-01732, GA-2 ,  STN-01,2025-11-01 10:14:21,101-JKL,51.9 Nm,62.7C,na,6HB3TUW4CHFU M574H,SUP-09,WO 2025242,T-101, SENSOR ,S1,2.21,67.3 PSI,No,113
